id,joke
275,一小孩在家看书，口渴起来。 儿子：妈妈给我倒杯茶！ 妈妈：自己事情自己做，自己来倒！ 大约过了5分钟…… 儿子：爸爸，给我倒杯茶！！！ 爸爸：你自己倒，要不然我打你！！ 又过了5分钟…… 儿子：爸爸~~~~~~~~~你来打我时顺便帮我倒杯茶！
276,西安，北京，上海的司机违章被交警抓住后，据说反应各有不同： 西安司机一般要据理力争，争个面红耳赤。上海司机自认倒霉。 北京司机一般求饶：警察大叔大爷，大婶，大姨，你就把我当作屁给放了吧。
277,你个人在做出决定时有任何困难吗？嗯，是的，不。
278,有一位打铁匠带了一个徒弟，他每教一个手艺，徒弟家就要请他吃一餐饭。三年过去了，师傅的手艺都教光了，但还想吃一顿，就对徒弟说： 徒弟呀，师傅的手艺都教完了， 但我还有最后的一手绝招明天教你，不过今晚的酒菜要好一点了。 徒弟回家把这事告诉了母亲，母亲特意做了一顿美餐给师傅吃。当师傅酒足饭饱以后，徒弟问师傅道： 师傅，你这绝招是什么东西啊？ 师傅说： 你侧耳过来。他轻轻地说： 当铁还红的时候，你千万别用手去拿…………
279,有一名患者对医生大喊：我是教皇，你们都得服从我！ 医生皱眉头：谁说的？ 患者说：上帝说的。 旁边另一名患者跳起来，我没说过！
280,温怒的父亲对女儿斥道：克拉拉，你为什么在大庭广众之下向那个陌生青年丢飞吻？真不知羞耻！ 怎么？他先向我丢过一个飞吻来，如果不把它丢回去，难道您还让我留着它不成？
281,一天夜里，警察严查酒后驾驶。喝了一瓶半二锅头的赵二和一个司机站在了警察面前。 警察：“请出示您的驾照。喝了不少吧？” 赵二：“没……没喝……多少……” 警察：“都这样了还没喝？重罚！卡已经刷了，十五天内去银行交罚款。” 赵二委屈地走出人群拿出车钥匙。咦，我的车呢？不对，我今天为了喝酒没开车啊！ 赵二：“警察同志，我酒是……喝了，但……没开车啊，您不该……罚我啊！” 警察：“那你站在这干吗？” 赵二：“我不是看热闹来着吗？”
282,今天男朋友给我发信息，说奶奶想抱孙子了。 我想了想回复：“你不就是孙子么？”
283,老公看了看老婆，然后用手一指碗里的汤说：“你看这汤，多像一碗纯净水……”
284,某省一位老领导宴请伊利牛奶饮品公司的女老板。 席间，该领导优雅地举杯，很真诚地对那位女老板说：“你那奶好哇，你那奶纯！最近这两三年，我一直喝你的奶！你的奶，在我省销量很好！” 众皆欲笑而不敢，女老板满脸飞红。
285,医学院的一个男学生，在追班里的一个美女，可美女却对他不理不睬，一天在课堂上，男的问：“我怎样才能打动你的心？” 美女同学冷冷的道：“那你恐怕得用电击。”
286,我在一家互联网公司就职。 一天，一位同事给一客户联系业务，电话讲解了半天，客户还是不明白，最后同事说：把您的传真号码告诉我，我给您发一份传真。 客户说：好的，可是我的传真机那边停电了，没法接收。 然后同事又说：那把您的email地址告诉我，我给您发邮件。 客户很爽快的说出了邮箱地址，同事正要挂掉电话，听到客户在电话那边大声喊到：你先别发，我的电脑还没有打开呢！等我打开后再发！ 同事过了半天终于反应过来了，长叹一声挂掉了电话。
287,甲：“尊夫人待您真是恩爱情深，每当您走进家门时，她便赶忙上来深深地吻您。” 乙：“您错了，先生，她是想闻闻我是否喝了酒。”
288,母子俩参观军事展览馆。儿子看到一具导弹，饶有兴趣地问讲解员：这是什么？ AA导弹。 干吗用的？ 地对空，打飞机的。 哦！儿子高兴地说，那架飞机正飞过这儿，打给我看一下吧。 母亲正颜厉色地说：别给他打，这孩子没礼貌，他连‘请’都不说一声。
289,夫妇俩在钓鱼，妻子边钓边唠叨不休。一会儿，居然有条大鱼上钩了。 妻子：这条大鱼真可怜。 丈夫：是啊！只要它闭上嘴，不也就没事了吗？
290,丈夫对妻子说：“出行时，我建议尽量少开汽车。这样既环保，而且还可以节约用油。” 谁知妻子一句话让丈夫哑口无言。 她说：“如果像你这样说的话，我建议你尽量少上厕所。这样既环保，而且还可以节约用纸！”
291,一个十六岁的女孩子发现有两个月没有来例假了，非常恐慌于是到药店买来测怀孕的试纸一测，果然显示的是怀孕。女孩子的父母非常震怒，质问女孩子是谁干的，女孩满面流泪地拨了个电话。 过了一会儿，一辆红色的发拉利跑车飞驰而来，停在了女孩家门口。一个成熟的男子走下车来，只见他一身名牌衣着，脚下是一双鳄鱼皮鞋。男子走进女孩家在客厅里和女孩及其父母坐了下来。未等女孩的父母开始讨伐，他便开口了：你们的女儿告诉我出了问题，可是我现在的家庭状况不允许我娶她。但是你们不用担心，我会负责任的。如果她生了个女孩儿，我会留给她三个商店、两套公寓和一套海滨别墅，另外还有一百万美元银行存款。如果她生了个男孩儿，我会留给他几家工厂和一百万美元银行存款。如果是双胞胎，我会留给他们几家工厂和每人五十万美元银行存款。如果你们的女儿流产了…… 没等男子说完，女孩的父亲用手有力地拍在男子的肩膀上，说：那你就再干她一次！
292,每年有更多的人被驴子杀死，而不是在飞机失事中丧生。
293,昨天坐公交车，听一年轻人抱怨：“天天下雨，真烦人。” 旁边一老太太接道：“都怪神九把天给捅破了。 ”
294,最近工作很累，压力很大。 于是上网问一个认识很久的朋友：“如何解压？”。 回复：“按右键选WinRAR”。
295,体检做胸透，检查肺部什么的，医生会在体检表上写“两肺未见明显异常”，说明你的肺部很健康，没什么异常。 我们班一位大神，检查完出来后，手拿体检表，一脸煞白，进而开始号啕大哭，我们都以为他查出了肿瘤什么的，问曰，该神边抽泣边说：“你们看，两肺未见，明显异常医生说我两个肺都没有。
296,一个干净，整洁，有序的工作场所是一个生病的头脑的明确标志。
297,有一个顽皮的男生给同班的一位女生取外号叫胖猪，该女生哭着告到老师那里，老师答应对该男生进行批评教育。第二天上课，老师在班上讲话：我们班里有位同学太没有礼貌了，随便给别的同学起外号，总不能人家象啥就叫啥吧。
298,一女子上QQ，一陌生人就马上问：“你有男朋友吗？” 她回答：“当然有啊！” “我是你爸，今晚我们好好聊聊。” 过了一会，这女子又上QQ。又有一陌生人问：“你有男朋友吗？” 她小心回答：“我没有啊。” “我是你男朋友XXX，没想到我在你心中一点地位都没有！” 女子忙说“宝贝，你听我解释！” “我是你爸，今晚我们认真谈谈吧。”
299,和老公看电视的时候， 我拿我家锤背的卡通锤当话筒，伸老公嘴边问：“这位帅哥，请你谈一下对这个事件的看法……请你谈一下……谈一下嘛，老公你就谈一下嘛……” 然后老公就很淡定的伸出手，弹了一下我的“话筒”，然后很深沉的说：“好了，弹一下了”……
300,学期结束的最后一天，小明跑去找老师，要求老师为他加分。 老师说：为什么？ 小明答：因为我爸爸说，如果我成绩考坏的话，就有一个人要倒霉了，我想老师应该要为自己着想才对。
301,光棍节在图书馆上自习，忽然发现书下压了张条子上书：“我是你旁边的女生，今天过节，一起吃个晚饭好么？如果你同意的话，五点半楼下见。” 哥低头一看表，八点了……
302,邻居常借我家打气筒用。一天，4岁的女儿珍妮突然对我说：“爸爸，把咱家打气筒里的气用光了可怎么办呢？”
303,某日，一个落魄的魔术师搭火车，因为没有座位，于是对一个小孩说：小朋友叔叔变魔术给你看，你让位给叔叔好吗？ 小孩说好。魔术师就把他的手提箱往窗外丢，然后又变回来。小孩很高兴就把位置让给他，魔术师坐下后便开始打瞌睡。 过了不久，小孩在一旁觉得很无聊，又想看魔术，于是他拿起魔术师的手提箱往窗外丢，然后摇醒魔术师说：叔叔，叔叔我还想看你把它变回来一次。
304,老公跟老板讨债快半年了，还是没有结果， 妻子决定亲自出马， 一个月过后，妻子喜洋洋地对老公说：“这次不怕他赖账了，我把他孩子绑架了！” 老公问：“人呢？” 妻子拍拍自己的肚子：“我把他关在这儿了！”
305,您可以在一小时的游戏中发现有关一个人的更多信息，而不是一年的对话。
306,那天，我跟女友分手了心情很不好。 我抬头：天空一片黑暗…… 我仰天大叹：“老天，你也在替我悲哀么!你也在为我哭泣么?要不，落在我嘴里的雨水怎么会是苦的?” 我似乎得到了安慰……心情也好多了。 我又抬起头：妈的，谁在楼上向下撒尿……
307,一天我儿子对我说：“妈妈，我真想长大呀！” 我说：“宝贝儿，你长大了就会离开家，那时候妈妈也老了，孤独死了！” 懂事的儿子拍拍我的头说：“别难过，妈妈，等到我长大有了孩子，认你当干妈！”
308,起初，上帝创造了地球并且休息了。然后上帝创造了人并且休息了。然后上帝创造了女人。从那以后，上帝和人都没有休息。
309,一翁无子，三婿同居，新造厅房一所。其长婿饮归，敲门不应，大骂：牢门为何关得恁早！翁怒，呼第二婿诉曰：我此屋费过千金，不是容易挣的，出此不利之语，甚觉可恶。 次婿曰：‘此房若卖也，只好值五百金罢了。’，翁愈怒，又呼第三婿述之。 三婿云：就是五百金，劝阿伯卖了也罢，若然一场天火。连屁也不值？
310,"你还在财务科工作？ 不，在‘五官科’。 哦，调到医院啦？ 不！ 你们那小厂怎么有五官科呢？ 我们小小的财务科倒有正副科长五个,五个科长五个官，这不是名符其实的五官科’吗？"
311,老师：“你怎么偷懒？其他同学一次搬七八块砖，可你只搬四块？” 学生：“不，是他们偷懒。” 老师：“为什么？” 学生：“因为他们怕多走路。”
312,八戒嘀咕着：“为什么师父这么幸福？整天都有美女追着，赶着？” 悟空揪住他：“你有金禅杖吗？” 八戒道：“没有。” 悟空又问：“你有宝袈裟吗？” 八戒道：“没有。” 悟空接着道：“你有白龙马吗？” 八戒快哭了：“也没有。” 悟空一用力：“你有一个做皇帝的哥哥吗？” 八戒忍不住痛哭起来：“更没有。” 什么都没有，妒忌个啥？
313,爸爸：“小明，你知道布谷鸟对我们有什么用处吗？” 小明：“知道啊！它的‘布’可以做衣服，‘谷’能当粮食吃，‘鸟’可以当作宠物。” 爸爸：“……”
314,我对电子产品维修还是有一套的，这个技巧源自十岁的时候修家里的电视，就是使劲拍，相信很多年轻大的人都懂的。 后来电脑啊路由器啊都一样，使劲拍，要么拍好了，要么拍坏了换新的。
315,一天清晨，约翰起床后，在床头围围乱转，显得惶惶不安。 妻子关切地问：怎么啦？有什么不舒服？ 约翰说：昨晚我做了个梦，嚼牛皮糖嚼得很吃力。 妻子又问：那又怎么样？不就是牙根酸点嘛！ 约翰急了：可是，我刚才发现放在床头柜上的皮带只剩下半截了！
316,一天，有个上班族将小车开到修理店，对修理工说：我的汽车每次转弯都会发出‘嘭’的一声闷响，请你检查一下，下班后我来取。说完匆匆走了。 傍晚，那个上班族来取车时，拿到了一张修理单，上面打印着：修理费0元，修理意见请匆将保龄球放置于车尾箱内。
317,萧山说：“你做的水饺馅里的葱花意味深长。”
318,在它他按了门铃后，他老婆一开门就说：快点进来，我老公还没回来。
319,小学语文书后面有一个我的生字表， 这天突然发现这反过来念很有意思， 就跟同桌说：以前的书都是从右往左念的，你试试。 于是同桌大声念到：表字生的我。 我们一直笑他笑到小学毕业。
320,妻子：你看看这张报纸，据医院统计，生肝癌的人80%是喝酒喝的。 丈夫：那也比吃饭好些。 妻子：你这是什么意思？ 丈夫：因为据我调查，生肝癌的人100%是吃饭的。
321,有一只青蛙想飞上天，飞来一只燕子，说：“你要是能飞上天，我就是你的孙子。” 然后青蛙拿出一张飞机票，上了飞机。上了飞机后望窗外看，然后大叫：“我的孙子呢？我的孙子呢？”
322,因发的产品与样板不符， 客户打来投诉电话， 客服耐心的给客户解释： “就跟人一样，都是一个妈生的， 也是不同的是不是？ 就是一个爹和一个妈 生的也有不一样是不是？ 你想返厂，那你想过孩子生下 来后还能返厂吗，重新做吗？”
323,经过讨价还价，老婆同意严校长每天只准抽三支烟，早、中、晚各一支。 寒假的一个早上，严校长不知不觉地抽了三根，老婆厉声问:“老烟( 严)枪，这是第几根了，嗯!?” 严校长躲闪不及，应声答道:“这是零下第三根，还有三根没抽呢。” “什么？”老婆边说边作河东吼狮状。 老严慌了，指着墙上的温度计咕哝着:“它都可以从零下计数，难道我连一支温度计都不如?!”
324,某校久患评课失实，遂专门召开行政会研究如何使评课者讲真话。会至半夜仍无良策。校长索性一锤定音：先喝酒后评课。 众人人闻之一愣，继而皆称：妙！
325,如果他问你感兴趣的是哪种书，请告诉他支票簿。
326,我甚至有无聊的梦......我在睡梦中睡着了！
327,约翰半夜才回到家里，口里喷着酒气。妻子问他为什么这么晚才回来，约翰告诉她在路上遇上了一个推销员。 推销员？这时候谁会在街上卖东西呢？妻子惊奇地问。 真的。他手上拿着把匕首，还问我要钱还是要命？
328,上语文课，某同学睡着了，坐在边上的同学突然叫醒了他并小声说道：“读课文第三段”。那同学立马起身大声读了起来。 正在黑板写字的老师吓了一跳！ 老师郁闷的看着他问道：“同学有什么问题吗？” 这同学貌似知道了什么，蛋定的说了一句：“这段写的真好！我给大伙念听听！” 老师：“……”
329,如果一开始你成功了，试着隐藏你的惊讶。
330,一个男人对女友说：“如果你结婚的那天新郎不是我 我就会把我们的那些暧昧的聊天记录、短信、电话录音 相片什么的都弄成CD寄给你老公，然后上面写着：给你一张过去的CD 听一听那时我们的爱情。” 女友非常感动，答应了他的求婚。 结果，婚礼当天，那男人收到了一堆CD。
331,我一朋友有三岁的小正太，白白胖胖很可爱。 一家三口在大学城附近卖小吃，傍晚生意正忙。 朋友一扭头找不到儿子了，吓了一跳。 急忙跑去找，走了两步就看到儿子，正抱着一穿着热裤的高挑美女的大白腿。 看到爸爸往这边走，兴奋的用胖乎乎的小手拍着美腿，大叫：“爸，看白不白，白不白……”
332,小男生甲：“我哥哥昨天被一只蚊子叮着，整只手都肿起来了！” 小男生乙：“那有什么稀奇呢！我的叔叔上个月被那种很毒的虎头蜂叮着，整只脚都肿了起来！” 小男生丙：“我姑姑以前不知道是被什么东西叮着，现在她整个肚子都肿起来了耶！”
333,听着窗外呼呼的北风，爸爸启发正在写《冬天的景色》作文的小明：“古人说‘二月春风似剪刀’，那冬天的风像什么呢？” 小明低头想了想说：“冬天寒风刺骨，那就写腊月寒风像刺刀吧！”
334,如果缺席让心灵变得更好，有些人一定非常喜欢教会。
335,我的记忆太糟糕了，我忘记了自己的疾病。
336,费尔丁教授向来粗心大意，妻子让他把一包垃圾顺道丢到楼外废物箱里，他却糊涂地提着上了地铁，又到了实验室， 最后又提着回了家。 妻子大吃一惊：你提着什么？ 费尔丁说：哎，垃圾忘了丢了。 妻子拿过来一看，更加吃惊：你从哪儿拿回一包火腿？
337,七年级学生上第一节地理课，老师进来对大家说：“大家看到讲台上的地球仪，如果你只懂得一个球，其它什么也不知道，那你就得学习地理，这地球仪上有很多个国家。” 马上有学生问：“老师，日本在哪里？” 老师指着说：“这就是我们的邻邦日本。” 那个学生说：“把日本那块涂抹掉吧，我恨他要抢我们的钓鱼岛。”
338,有一次去看老哥和未来嫂子。 是第一次见面，午餐进行时， 嫂子说：“你和你哥长得有点像哦，但是比你哥长得好看！” “是啊，我跟我哥眼睛和眉毛长得比较像， 下面他长得像我爸，我长得像我妈” 现场安静了，我哥赶紧给我盛了碗汤“小妹，喝汤，这汤补脑” 我脑子没坏，坏！
339,一只鹞子追一只麻雀，麻雀飞入一个和尚的袖子里藏起来。和尚用手把麻雀握住，说：阿弥陀佛，我今日有肉吃了。麻雀闭目不动。和尚以为麻雀死了，便放开手，手一放开麻雀就飞走了。 和尚说：阿弥陀佛，我放生了你吧！
340,你有没有注意到......任何一个比你变得迟钝的人都是白痴。任何人走得更快都是疯子。
341,教师带学生到鸡场参观，在孵化器那里，刚好看到一只只小鸡破壳而出。 看见一个小生命从蛋壳里出来，岂不是很神奇的吗？教师说。 是的。一个男学生说，可是，如果我们能先知道，它是怎样进到蛋壳里的，那不是更神奇吗？
342,公司要从新人中选拔一位部门主任，派到山西去任职。经理通知说：“按总公司要求，下月中旬开始外语培训，外语能力将作为选拔的重要依据。” 我听了非常兴奋，晚上把《新概念英语》之类的书都翻出来，外语是我的强项，我还参加过外语演讲大赛呢！这下赢定了。 昨天晚上，外语培训终于开课了。一位专业教师站在讲台前，说：“咱们公司网点遍布全国，为体现亲和力，更好地服务当地顾客，‘本地化’培训是非常必要的。”然后，他嗓音一变，用满口的山西话说：“今天这节课就由我来讲，教大家学说山西话……”
343,一个人走在街上看到一个商人在卖鹦鹉，他看鹦鹉很漂亮就问商人鹦鹉会说话么? 商人说:“当然！不信，你握握它右脚。” 那人依言握了握鹦鹉的右脚，只听鹦鹉很清楚的说道:“你好！你好！” 那人很高兴，商人又说:“你再握握它左脚。” 那人又依言握了握鹦鹉的左脚，只听鹦鹉很清楚的说道:“再见，再见……” 那人更高兴了。马上买下了鹦鹉。 回家后喜不自胜。一会儿摸摸鹦鹉的左脚，一会儿摸摸鹦鹉的右脚。 鹦鹉也听话的说:再见.你好. 突然他突发奇想:我如果一起握住它两只脚它会说什么呢? 他一把握住了鹦鹉的两只脚。 只听鹦鹉大声的说道:“你想把我摔死啊！？”
344,发现我的粉丝越来越多了，孩子老师要我签名， 银行取钱时工作员要我签名，送快递的要我签名， 就昨天没戴头盔，交警同志追了我两公里也要我签名！
345,皓皓的父亲告诫他说：你到任何戏院看戏都可以，但是，千万不能到表演脱衣舞的戏院去看脱衣舞表演。 为什么？皓皓问。 因为那里是败坏风俗的地方，你会看不到应该看的东西，父亲说。 这句话更引起皓皓的好奇心，于是，他在第二天晚上就偷偷的去看了一场脱衣舞秀，果然，他真的在戏院里看到了他不应该看到的东西他的父亲。
346,我以前认为我是优柔寡断的，但现在我不太确定。
347,这天，爸爸去学校接儿子放学，父子俩乘着公交车回家。进了门，儿子飞奔到妈妈面前说道：“妈妈，今天在车上，有美女姐姐跟爸爸搭讪了。” 妈妈一惊，气呼呼地问道：“那女人说了什么？”边说边瞪着爸爸。 爸爸不知道发生了什么事，心里十分紧张，两人都把目光转向了儿子。 儿子笑着说：“美女姐姐对爸爸说‘离我远点’。”
348,开车路过复旦门口，看到一对，不知道是不是情侣的男女在接吻，于是心血来潮， 对他们大喊一声“禽兽，放开那女孩儿。” 正准备加油门走的时候， 突然听到一骑电动车的哥们儿也喊了一句“女孩儿，放开那禽兽，让我来。”
349,两人小朋友在看新闻。 电视上出现：一名男子在高楼上想跳楼自杀…… 小A：你猜他会不会跳？ 小B：不会！ 小A：我说他会！我们来打赌100元！ 小B：好！赌就赌！ 不一会儿电视播放：男子纵身跳了下去！ 小B就给小A了100元！ 几分钟后…… 小A良心不安地对小B说：这100元还你，其实我中午看过报导，所以知道他会跳…… 小B：不必了，因为我中午也看过报导，只是不知道他为什么还要再跳一次！！！ 小A：#@%$%@$*！？
350,我曾经是一个“无法治愈的浪漫”，直到我嫁给了抗生素。
351,我的回答是对的，你的问题是错的。
352,某家补习班老板非常受不了厕所文学中的脏乱和用词不雅。 于是，花了一笔钱请油漆工来粉刷，而且贴上凹凸不平的瓷砖以防学生再胡乱涂鸦。 有一天，当这老板正在如厕时，忽然发现靠近地板的瓷砖上，有人用原子笔写了一小行字不太清楚。 于是，老板轻抬屁股弯着身体拉紧裤子，吃力的仔细一瞧只见上面写着：『先生？您的屁股正以45度角拉屎吗？不太好吧！！』
353,张经理今年四十岁，但看起来比较老相。一天，来了一名新员工，在办公室聊天，新员工说张经理显得年轻。张经理就让他猜猜他的年龄，新员工说：您也就刚五十。 张经理很失望的摇摇头，新员工连忙问：那我猜的与您的年龄差几岁呀？ 别人说：十岁。 新员工兴奋的说：您真显年轻，说您六十，我还真不信。
354,修女问神父说：“是不是每一个人都看的到上帝？” 神父说：“只要你有诚心，一定见得到上帝！” 修女说：“我认识一对非常有诚心的夫妇，他们每天晚上都见到上帝。” 神父问：“何以见得？” 修女答：“因为那个女的每天都这样向上帝祈祷：OH！！MY GOD……” 而上帝不知道跟那个男的讲了什么，只听到那个男的回答：OH！！YES……YES…… 神父：……
355,一个男人在等候室焦急地等着他临产的妻子。过了很长时间，一位笑意盈盈的护士推着装了三个婴儿的婴儿车出来。男人仔细看了看三个婴儿，郑重的地对护士说道：“我要中间这一个。”
356,父亲：喇叭，你一般拿起电话就是几个小时，这次只有30分钟？值得表扬。 小喇叭：那个电话打错了。
357,从前，有个财主想装斯文，充门面，就让伙计四处给他寻访高才之人。 伙计到处访寻，不知啥是高才逢人就问：这里有高才吗？正巧，有个人指着高记裁缝铺说：这里面有位高裁。原来人们把姓高的裁缝称高裁，就跟今天把高级工程师称高工一样。伙计为了交差，也没有细问，便把高裁请到了家里。 财主一见请来高才，忙设宴相待。 高裁说：我是个忙人，掌柜有啥活计就快分咐吧。 财主客气地问：先生可是高才哟？ 高裁忙点头应道：在下姓高。喔，也有人称我高裁。 掌柜摸着胡子说道：好啊，既是高才，我来问你，什么叫‘三纲五常’？ 高裁忙说：三丈五尺长，正是件长袍材料。 掌柜听了一愣，没弄清是什么意思，便又问道；那你再说说，‘贫而勿谄，富而勿骄’是什么意思？ 高裁笑了笑说：那好办，裙子不展用熨斗熨熨就平展了。裤子没腰，再扯二尺布就够了。 财主这才明白请的高才原是个裁缝，答得驴头不对马嘴，顺口骂道：拌屁！ 高裁忙应道：半匹能做件马褂。 财主气得桌子喊道：滚！滚！ 高裁缝不慌不忙的说：捆什么这点料子，我夹着就走了！
358,男朋友的一个兄弟在大学的时候，经常跟宿舍的人喝酒，每次喝的昏天暗地。 有一回他们又都喝的浑身无力趴在床上，一个人说我们买点鸡腿来吃吧，大家都表示同意，于是随便派了一个人去。那人拿着钱晃晃悠悠走到门口打开门，回头问：“买前腿还是后腿？” 他们宿舍一屋子的人仔细的考虑后说：“买后腿吧！后腿肉多！”
359,甲：我给你讲一个天大的笑话？ 乙：笑话！你一天到晚沉默寡言，能有什么好笑话？ 甲：别人在背后议论我，说我娶了5个老婆，这怎么可能？有的说，没有的也说，真是笑话！ 乙：这哪是什么笑话？简直笑死人！
360,一个盲人去买烧饼，对摊主说：“老板，给我来几个烤糊的烧饼！” 摊主不解的问：“你为什么时候非要糊的？” 盲人道：“我不说你也要趁机给我糊的，我先说出来不是更有面子吗？！”
361,从前有一个秀才喜欢舞文弄墨。 一天它看见有一位老农夫手里拿着一个大篮一个小篮，便说：大篮也是篮，小篮也是篮，小篮放在大篮里，两篮并一篮。 老农夫听见了不知如何应对，此时，有一个出殡的队伍来了，老农夫便说：秀才也是才，棺材也是材，秀才放在棺材里，两材并一材……
362,一位法官对被官宣判死刑的囚犯说：已经决定要你接受绞刑了，希望这可以作为你不再犯罪的最好告诫。
363,小孩的妈妈是护士。有一天，妈妈叫他去洗手，小孩悲悲切切地哭了起来，做牧师的爸爸走过来问他：饭前要洗手，有什么好哭的。 小孩伤心地说：你们大人总喜欢说看不见的东西，妈妈爱说：‘细菌’，爸爸爱说：‘上帝’。
364,放学时和暗恋的男生一起出校门。 他回头问我:“你有纸巾吗？” “有！”急忙从包里拿出来给他。 结果他摆摆手说：“我不要，你把你鼻涕擦擦吧。”
365,父亲正帮助索尼温习功课。索尼忽然说：“爸爸，老师告诉我们，许多动物每年冬天都要换一件新皮袄。” “嘘，小声点，孩子，”父亲警告他说：“你妈妈就在隔壁房间里。”
366,蜘蛛小姐向空中一只正飞的年轻蚊子打招呼：“帅哥儿，到我的家里来歇歇脚吧。” 蚊子：“别骗人了，谁不知那是个要命的陷阱呀！” 蜘蛛：“不，如今我开网吧了，请您来上网！”蚊子听后，一头扎了过去。
367,刚入校时考学生守则，大家抄的天昏地暗，其中有两条： （1）大学期间累计作弊两次者劝其退学。 （2）大学期间结婚者劝其退学。 俺眼睛不好，发下卷子才发现抄成了：大学期间累计结婚两次者劝其退学。
368,妻子：我到教堂去祈祷，你却烧香拜佛，这样我们死后将无法在天国相会的。 丈夫：唉，厮守一辈子还不够吗？
369,父亲从学校回来，暴跳如雷喊道：“为什么出馊主意，在老师身上粘口香糖？” 儿子哭丧着脸回答：“我没有，我是冤枉的！” “那为什么老师问谁的主意，你却要站出来呢？”父亲生气的喊道。 “老师让谁出的主意站出来，我动作太慢了，老师说完，他们都向后退了一步，就我站出来了。”儿子无奈的说。
370,一群全球最杰出的计算机专家们共同研制了一台超级计算机，专家认为，这个强大的计算机能解答世间一切问题。 当它启动后，专家们迫不及待地在键盘上敲下了一个困扰人类千百年的问题：“神真的存在吗？” 超级计算机的屏幕上迅速显示出一行字：“当然，我就是！”
371,汽车对红绿灯说：宝贝，你叫我停车我就停，你叫我滚开我就滚，像我这样听话的老公真的不太多了。
372,"有一个学生刚刚考完试 马上回到家,他有一个卖帽子的老爹爹. 老爹看儿子回来了,便问:""儿子,考的如何呀?"" 儿子说:""我全忘了!~"" ""你这是什么头?还不如不长.别人要也是,怎么办?"" ""老爸,别人都没有头,那你的帽子卖谁呀?"""
373,周末回家，因为比较累所以睡懒觉。 我有一五岁的妹妹，她醒的早，进我房间后，突然往我脸上打了一巴掌，把我吓得坐了起来，结果她一句话差点把我弄哭:“哼，我就知道你在装睡。”
374,妹妹初入护士学校十分兴奋。头两个星期，家里很少没有人嘴里不含着温度计或是手臂上不包着血压布。朋友和邻居都很好心地供她实习，好让她取得实践经验。 可是到了第三个星期，我发现她的“生意”已大不如前。最后我问她到底出了什么事。 她失望地说：“不知道消息怎么会泄露了出去----这个星期我学打针。”
375,如果你试图失败，并取得成功，你做了什么？
376,在工作.........你会因为更多的工作而获得良好的行为奖励。
377,一天，警察发现一个独自在大街上徘徊的小女孩，只有三岁半，金发碧眼，长得非常可爱。但她说不出自己叫什么名字，也弄不清住在什么地方。警察无可奈何地开始翻她的衣袋，希望能找到一点线索。小女孩没有反抗，却嫩声嫩气地说：别害怕，我没带枪！
378,甲问乙：木撞击铜钟而发出声音，这声音是木头发出的，还是铜发的呢？ 乙说：当然是铜发出的，如果你用撞木敲打矮墙就不会发声。 甲说：不一定，用撞木敲打聚积的铜钱，就发不出声音。 乙不服又说：钟为虚空物，铜钱为实心物，准确说，声音发自虚空之物当中。 甲反驳说：用木头或者泥已做成的钟，也能发声吗？两人争个不体，一直到喉咙嘶哑，发不出声音为止。
379,记住，重要的是这个想法。想想钱。
380,中午我到食堂买了一西红柿汤，尝了一口，感觉不鲜。 我：这汤看上去挺好，就是不鲜，加点味精就好了！ 一女同事走过来，低头看着汤说：颜色真不错！阿阿...嚏！ 这个喷嚏全打在汤里了！ 我无奈的说：这下有味精了！
381,我们太穷了...我们早餐吃豆子，午餐吃水，然后我们吃饱了晚餐。
382,甲对乙说：“ 你看那小孩， 长的不男不女的， 你说他到底是男孩还是女孩？” 乙听后， 不爽的答道：“ 是女孩！ 她是我的女儿！” 甲很尴尬， 略带歉意的说：“ 哦……真对不起， 我不知道你是她的爸爸！” 乙愤怒的吼道：“我是她妈妈！！！”
383,今天早上，同桌娟对我说：你闻我！ 我说：这怎么行？让我吻你。 这有什么只是让你闻一下我身上有没有香味。 '这时我才恍然大悟，原来如此。让我白欢喜一场。
384,生物老师问：“大家知道多吃辣椒对身体不好， 当我们吃进去了辣椒，它在小肠里被吸收，会变成什么呢？” 小明同学：“老师，我知道，辣椒吃到小肠里，被小肠吸收，会变成：辣(腊)肠。”
385,偶然经过自习室， 看到一学弟对学妹说：“可以做我女朋友？” 女生低下头，偷瞄了一眼前座另一四眼男生说：“对不起， 我已经有心上人了！”我心想：“可不能像我当年一样，错过大好机会，” 于是一个箭步冲了上去，温柔地扳过前座四眼男生的头，深深地吻了下去。 加油吧学弟，学长只能帮你到这了！
386,在酒吧间，两个老朋友相遇了。 “你在这里干什么？要知道，医生不是不许你再喝酒了吗？” “是的。可是要知道，那个医生不久前已经去世了。”
387,阿敏怀孕10周，路过凉皮摊，闻味道特别想吃。 故叫一碗在边上吃，吃完现场华丽丽吐了。 可是阿敏还是特别想吃，又叫了一碗，一边吃一边干呕。 摊主打包了一碗，说：“姑娘，求你了，回家吃吧，这碗不要钱。”
388,我舍友正在看电影，隔壁寝室的同学来了，问道：“电影叫什么名字？” 舍友答：“我是你爸爸。” 同学再问，舍友再答：“我是你爸爸。” 同学默默地走出了我们寝室…… 那部电影确实叫“我是你爸爸”，又名“冤家父子”。
