,id,joke,transform_joke,label
400,400,领导们和我们的区别就在于，他们走红地毯，而我们走斑马线。,领导和我们的区别在于，他们走红地毯，我们走斑马线。,1
401,401,有个行人在十字路口被车撞伤送进医院。 他躺在病床上感慨地说：“十字路口真不吉利。” 医生问他为什么，他回答说：“那路口的形状和医院的标志太相似了。”,一名行人在十字路口被一辆汽车撞伤并送往医院。他躺在床上，感慨地说：“十字路口真不吉利。”当医生问他为什么时，他回答说：“十字路口的形状和医院的标志非常相似。”,1
402,402,一个专做投机生意的商人，正在房中盘算证券价值时，他太太忽然自楼梯失足滑下来，女佣人忙跑来告诉他：老爷，太太跌下去了！ 他大声叫道：跌了吗？立即抛掉。,一个专门从事投机的商人正在计算他房子里证券的价值。他的妻子突然从楼梯上滑下来。女佣急忙告诉他：先生，我妻子摔倒了！他喊道：“你摔倒了吗？马上扔掉。,1
403,403,卖瓜的小贩：快来买西瓜，不甜不要钱！ 饥渴的路人：哇！太好了。老板，给我来一个不甜的。,甜瓜小贩：来买西瓜吧。没有甜头，没有钱！饥饿的过路人：哇！伟大的。老板，给我一个甜点。,1
404,404,当你是绿色的，你正在成长，所以保持绿色。,当你是绿色的，你正在成长，所以保持绿色。,0
405,405,周末，父亲把六个孩子召集在一起：现在我们来评选这个星期最听妈妈话的乖孩子。谁可以当选啊？ 六个孩子异口同声地说：爸爸！,周末，父亲把六个孩子集合在一起：现在让我们选出本周最听话的孩子。谁能当选？六个孩子异口同声地说：爸爸！,1
406,406,祝愿天下有情人都是失散多年的兄妹。,我希望世界上所有的亲人都是失去多年的兄弟姐妹。,1
407,407,车辙和坟墓之间的唯一区别是深度。,车辙和坟墓的唯一区别是深度。,1
408,408,我真的不喜欢可卡因......我只是喜欢它的味道。,我真的不喜欢可卡因…我只是喜欢它的味道。,0
409,409,诚实是建立关系的关键。如果你可以假装那个，那你就进去了。,诚实是建立人际关系的关键。如果你能假装，你就进去。,0
410,410,医生刚给个小学生扎手指查血。 针刚扎，小学生放了个巨响的屁， 他那彪悍的老妈说道：“呀，还给你扎漏气儿了啊？”,医生只是刺了一下手指检查一下瞳孔的血。针头刚扎好，学生就放屁，他那凶猛的母亲说：“啊，我扎你是因为漏气了？”,1
411,411,砍价的时候带着老公，真是件要人命的事！ 一件衣服卖189，老婆心里正掂量：直接从100块开始砍呢，还是从120砍呢？ 老公突然出现：“180卖不卖？”,讨价还价时带着你丈夫是一件危及生命的事。当一件衣服卖到189元时，妻子正在考虑是从100元直接剪还是120元。丈夫突然出现：“180卖不卖？”,1
412,412,为有文化的父母的孩子的玩具店：玩具是我们。,有教养父母的孩子玩具店：玩具是我们的。,1
413,413,如何成为不朽：明天再读一遍并遵循其建议。,如何不朽：明天再读一遍，听从它的建议。,1
414,414,他会在一个停车场的水坑里超出他的深度。,他会在一个深不见底的停车场的水坑里。,1
415,415,你睡的好吗？“不，我犯了几个错误。”,你睡得好吗？”不，我犯了几个错误。”,0
416,416,一小伙装干净，一天老远发现一挑大粪的农夫。就开始捂着口鼻前行，到了靠近粪桶的时候实在憋不住了，开始大口喘气，农夫自语道；“还有这喜好！！！”,一小群干净利落的农民在一天之外发现了一车粪便。然后他开始捂住嘴和鼻子，当他靠近粪桶时，他按捺不住了。他开始喘气。农夫自言自语道：“还有，这个爱好！”,1
417,417,baby看到她妈妈将超市里的东西藏在衣服里就问妈妈： 妈妈，你为什么不把东西放在篮子里呢？ 妈妈：这样省塑料袋啊,当宝贝看到妈妈把东西藏在衣服里的超市时，她问妈妈：“妈妈，你为什么不把它们放进篮子里呢？”妈妈：这样就省去了塑料袋。,1
418,418,上帝爱愚蠢的人。这就是为什么他做了这么多。,上帝爱傻瓜。所以他才这么做。,1
419,419,一名男子去看医生，因为他患有严重的感冒。,一个男人去看医生，因为他得了重感冒。,0
420,420,只想优美转身，不料华丽撞墙。,只是想优雅地转身，却壮丽地撞到了墙上。,1
421,421,我自言自语地说：“算个账也让人这么挠头，弄钱、弄账的事真麻烦。” 一旁的儿子忙说：“妈妈，给我吧，我不嫌麻烦。”,我对自己说：“算账会让人这样挠头。另一边的儿子忙着说：“妈妈，给我。”我不觉得烦恼。”,1
422,422,当他进来时，她坐着看书，问他有多少时间。,他进来时，她坐在那里看书，问他有多少时间。,0
423,423,一位爸爸和一个女儿在看电视，忽然插播一条广告，演了五分钟还没完，而且一直重复，只见女儿一边按下“静音”键，一边说：“你说不出话了吧？憋死你！！”,一对父女正在看电视。突然，他们登了一则广告。持续了五分钟，而且一直在重复。女儿按了“静音”键，说：“你不会说话吗？让你窒息！！！！,1
424,424,恐惧和冒险之间唯一的区别就是你呼吸多少。,恐惧和冒险的唯一区别是你呼吸了多少。,1
425,425,一名欧洲游客在东京的商店里寻找运动衣的拉链，他用手势向一位女售货员比划了好一阵子，终于，女售货员明白了，拿出了一把用于剖腹的剑放到柜台上。,一位欧洲游客在东京的一家商店里寻找运动服的拉链。他向售货员做了一会儿手势。最后，女售货员明白了，掏出一把剑准备剖腹产，放在柜台上。,1
426,426,“祝贺你，朋友！你和妻子总算重归于好了！” “何以见得？” “昨天我看见你们在一块儿锯木头呀！” “你一句也没说对，不是木头，而是家具！”,“恭喜你，朋友！你和你妻子终于复合了！”你怎么看到的？”昨天我看见你们一起锯木头！你说得不对，不是木头，而是家具！”,1
427,427,一个女人一生要做一两次坏男人，要感谢一个好男人。,女人一生中应该做一两次坏男人，感谢好男人。,0
428,428,手拿菜刀砍电线，一路火花带闪电。,用菜刀割断电线，一路闪电迸发火花。,1
429,429,保护自己，爱护他人，请不要半夜出来吓人。,保护自己，爱别人。请不要半夜出来吓唬人。,1
430,430,早上听唢呐，醒瞌睡；中午放摇滚，可减肥；晚上轻音乐，睡得香-----这不是养生，是在养鸡呢。,早上听唢呐，醒来打瞌睡；中午摇滚，可以减肥；晚上轻音乐，酣睡——这不是健康，是养鸡。,1
431,431,我喜欢工作......我可以坐下来看几个小时。,我喜欢工作…我可以坐下来看几个小时。,0
432,432,拓扑学家是一个不知道咖啡杯和甜甜圈之间差异的人。,拓扑学家是那些不知道咖啡杯和甜甜圈的区别的人。,1
433,433,某餐厅有一只鹦鹉，有客人进门他就会说：欢迎光临！有一客人不信，从门口嗖的一声跑进餐厅，只听那鹦鹉大叫：你想吓死我啊！,餐馆里有只鹦鹉。客人进来时，他会说：欢迎！一位客人不相信，从门上啪的一声跑进餐厅，只听鹦鹉大叫：你想吓死我！第二、第二、第二、第二章,1
434,434,生命是一种性传播疾病，死亡率为100％。,生命是一种性传播疾病，死亡率为100%。,1
435,435,昨天我去了家具店给自己买了一张“脱咖啡”的咖啡桌,昨天我去家具店给自己买了一张“无咖啡因”咖啡桌。,1
436,436,数学家陈景润办事从不含糊，他晚婚喜得一子白白胖胖煞是喜人，同事要抱去玩一玩他想了想说：打个借条吧。,数学家陈景润在工作中从不含糊其辞。他晚婚很幸福，他又白又胖。他的同事们想玩一场。他想说，“找个借口。”,1
437,437,“做饭，讲究的是米水比。”他在日记本上写下了这句话，被妈妈看到了。 妈妈叹了口气，说：“你看看你，又写错别字。”,“做饭，注意米水比。”他在日记里写了这句话，被妈妈看到了。妈妈叹了口气说：“看看你，再写错字。”,1
438,438,谁耽误我一阵子，我让他后悔一辈子 。,谁耽误了我一段时间，我让他后悔了一辈子。,1
439,439,我变得完全偏执，完全不相信任何人，绝对没有。,我变得完全偏执，完全不信任任何人，绝对不是。,0
440,440,父：你都这样大了，该找一个老婆了。子：是呀，但茫茫人海，我找谁的老婆呢？,父亲：你太老了。是时候找个老婆了。儿子：是的，但我要找谁的妻子？,1
441,441,小孩成绩差。考前，妈妈就带他到孔庙求孔圣人开蒙。几天过后，成绩表发下来了，英文还是不及格。 妈妈若有所悟地说：“这也难怪，孔夫子不懂英文。”,孩子们成绩很差。考试前，他母亲带他到孔庙乞求儒家圣人的教化。几天后，成绩单被寄出，英语仍然不及格。”难怪孔子不懂英语。,1
442,442,我有一张美国地图，实际尺寸。它说“比例：1英里= 1英里。” 去年夏天我把它折了。,我有一张美国地图，实际大小。上面写着“比率：1英里=1英里”，去年夏天我把它折起来了。,0
443,443,妈妈：阿呆，你为什么抱着棍子睡觉？ 阿呆：我昨夜做梦，有一只狗来咬我。,妈妈：笨蛋，你为什么拿棍子睡觉？阿端：昨晚我做了一个梦，一条狗来咬我。,1
444,444,每天一斤奶，强壮肾结石。,一天一斤牛奶，肾结石很厉害。,1
445,445,一个女孩向一个男孩炫耀说：知道吗？追我的男人可多了，可以从火车站排到飞机场。 男孩听了冷冷的回了一句：长个包子样，就别怨狗跟着！,一个女孩向一个男孩炫耀说：“你知道吗？有那么多人在追我，他们可以从火车站排队到机场。男孩听了冷冷的回答：长发髻，不要抱怨狗跟着！,1
446,446,我为兄弟买了一些圣诞礼物。我把它带到礼品包装部门并告诉他们包装它，但是用不同的印刷品让他知道何时停止展开。,我给我弟弟买了一些圣诞礼物。我把它拿到礼品包装部，让他们包装，但用了不同的指纹让他知道何时停止。,0
447,447,良心：内心的声音警告我们有人可能正在寻找。- H。,良心：内心的声音警告我们，我们中的一些人可能正在寻找它。-H.,0
448,448,说到另一个雪人：你闻到胡萝卜味吗？,说起另一个雪人：你闻到胡萝卜味了吗？,1
449,449,像感恩节这种既不放假又不打折的节日有啥好过的。,像感恩节这样没有假期或折扣的节日，还有什么更好的呢？,1
450,450,神探在碎尸案现场拼了一个世界地图。,侦探在谋杀现场绘制了一张世界地图。,1
451,451,改革开放之初，某陪同客商到一县城考察。午间，去一饭馆用餐。忽内急，遂问：洗手间在哪？一女招待员手指曰：洗手，厨房有水管子。,改革开放之初，一些商人陪同他们到一个县。中午，去餐馆吃饭。突然急了，接着问：厕所在哪里？一位女服务员用手指说：“洗手，厨房里有个水管。”,1
452,452,如果在小便时灼伤，请务必携带灭火器。,如果小便时烫伤，一定要带灭火器。,0
453,453,"有些偶像剧特别纯粹,真是一丁点演技都没有。",有些偶像太单纯了，根本没有演技。,1
454,454,怪不得一直在动，第一次解剖没经验，还以为是怕痒。,怪不得它一直在动。第一次解剖经验不足，认为很痒。,1
455,455,一个爱尔兰人加入了嗜酒者匿名，所以他可以用一个假名来喝酒......,一个爱尔兰人加入了匿名酒鬼的行列，所以他可以用假名喝酒…,0
456,456,心魔的名字叫求而不得。,魔鬼的名字是乞求而不是获得。,1
457,457,教官：龟田，为什么你的棉被总叠得比山本差？ 龟田：报告长官，山本入伍前是做豆腐的，而我参军前是做花卷馒头的。,教练：龟田，为什么你叠的被子比山本还差？东芝：报告官，山本参军前做豆腐，我参军前做馒头。,1
458,458,这哥们对交警说：你像一辉。然后驾照就被没收了。 后来，他想了好长时间，终于悟出了交警的那句话，交警其实说的是：逆向行驶……,兄弟俩对交警说：你像许。然后驾照被没收了。后来，他想了很久，终于意识到交警的判刑。交警竟然说：开反方向的车……,1
459,459,一个人走进信用社为一张婴儿床交最后一笔分期支付款项。 谢谢，经理说，现在这孩子怎么样了？ 噢，这个人回答说，我很好。,一个男人走进一个信用合作社，为一个婴儿床支付最后一笔分期付款。谢谢，经理说。孩子现在怎么样了？哦，那个人回答说，我很好。,1
460,460,某日连续上三堂枯燥的国文课，老师一直不肯下课，ㄚ宝终于忍不住大喊：我要『小解』！ 老师大怒：上我的课竟敢不知羞耻的要『小姐』！,一天，我连续上了三节无聊的中文课。老师拒绝下课。费宝终于忍不住喊道：我要“小杰”！老师怒：我怎么敢在班上无耻地问“小姐”！,1
461,461,曾经被新想法所拉伸的思想永远不会重新获得原有的维度。,被新思想拉伸的思想将永远无法恢复其原始维度。,0
462,462,永远不要试图猜测你妻子的体型。只需给她买一些标有“娇小”的东西，然后抓住收据即可。,千万别猜你妻子的身材。给她买些标着“娇小”的东西然后拿收据。,1
463,463,迈克尔乔丹每年从耐克获得的收入超过马来西亚所有耐克工厂工人的总和。,迈克尔·乔丹每年从耐克公司获得的收入超过了马来西亚所有耐克工厂工人的总和。,0
464,464,你如何让一个单臂爱尔兰人从杆子上下来？,你怎么能让一个爱尔兰人一只胳膊从杆子上掉下来？,0
465,465,对于每个复杂的问题，都有一个简单的答案; 这是错的！,对于每一个复杂的问题，都有一个简单的答案；这是错误的！,1
466,466,我QJ了老师，老师夸我JB很大。 解读:我请教了老师，老师夸我进步很大。 有没有邪恶，中枪的点个大拇指。,我问老师，老师夸我JB很大。解说：我请教了老师，老师称赞我进步很大。有什么邪恶的，射击的拇指。,1
467,467,奇迹！4岁女童从10楼坠落摔成八卦阵图。,奇迹！4岁的女孩从10楼摔下来，掉进了八卦里。,1
468,468,有一次我上街，一群女孩把我拦住，她们说我帅，我不承认，她们就打我，还说我虚伪。,有一次我在街上，一群女孩拦住了我。他们说我很帅。我不承认。他们打我说我虚伪。,1
469,469,即便是最大的鲸鱼在沙漠中也无能为力。,即使是最大的鲸鱼在沙漠里也无能为力。,0
470,470,每当困难的时候我就会念藏经：“噢嘛呢哞嘛哄”，翻译成英文就是：allmoneygomyhome！,每当我遇到困难，我都会背诵藏经：“哦，见鬼，见鬼。”它翻译成英语：allmoneygomyhome！,1
471,471,我绝对沉迷于安慰剂 - 我会放弃它们，但它没有任何区别。,我对安慰剂绝对上瘾了-我会放弃的，但这没什么区别。,0
472,472,老师：“小明同学，请用但是造句。” 小明：“鸭蛋是白色的。”,老师：“小明，请用但要造句。”小明：鸭蛋是白色的。,1
473,473,同学明明和小丽恋爱了，为了避免被学校发现， 星期一他们在后山碰头，星期二他们在溪边碰头， 星期三他们在公园碰头，星期四他们在小树林碰头， 星期五他们都脑震荡了。。。,我的同学明明和小丽恋爱了。为了避免被学校发现，他们周一在后山碰面，周二在小溪边碰面，周三在公园碰面，周四在树林碰面，周五都有脑震荡。,1
474,474,世界那么大能认识你，我觉得好不幸。,很不幸，全世界都这么了解你。,1
475,475,"公司一员工拾获一本书，由于公司人数众多不易寻问，于是在大门口张贴纸条：“失物招领，遗书一本。” 翌日，纸条已改：“书我已领走,谢谢你的遗言。”",一位公司员工捡到一本书，因为公司人多不好问，于是在门口贴了一张便条：“失物招领，一本书落下。”第二天，便条又改了：“我已经拿了这本书，谢谢你的遗言。”,1
476,476,必须保存玛吉。必须拯救杰克。胡克回来了！,玛吉必须得救。杰克必须得救。妓女回来了！,0
477,477,犯罪已经组织完毕。现在由警方决定。,犯罪是有组织的。现在由警方决定。,0
478,478,我喜欢一个头上戴着头的女人。我讨厌脖子。,我喜欢头朝上的女人。我讨厌脖子。,0
479,479,阿凡提到吐鲁番时，有人指着高高的吐鲁番苏公塔说：阿凡提，这么高的塔是怎么修的？ 连这个都不懂，还不是把地下的坎尔井倒过来的！阿凡提说。,当阿文提到吐鲁番时，有人指着吐鲁番的苏公高塔说：“阿凡提，这么高的塔是怎么建的？”即使你不明白这一点，你也不能把地下运河翻个底朝天。阿凡提说。,1
480,480,给一个人一条鱼，你喂他一天，教一个人使用互联网，他们不会打扰你几个星期。,给一个人一条鱼，你一天喂他一次，教他如何使用互联网，他们几个星期都不会打扰你。,1
481,481,明天就要结婚了， 很紧张，不能让老婆知道。,明天就要结婚了，很紧张，不能让老婆知道。,1
482,482,生活就像是心电图，想要一帆风顺没有起伏除非你死了。,生活就像心电图。如果你想平稳地航行而不沉浮，除非你死了。,1
483,483,永远对那些比你年轻的人好，因为他们就是那些会写你的人。,永远对比你年轻的人好，因为他们是写你的人。,1
484,484,我家这边儿耳洞也叫耳朵眼，好久不戴耳钉，耳洞快长死了。 一次和朋友聊QQ说我耳朵眼要长死了，结果她说：我晕！你咋不掏掏耳屎啊！,我家的耳洞也叫耳眼。如果长时间没有耳钉，它会死掉的。一次和朋友QQ聊天说，我的耳朵和眼睛都快长死了，她说：我晕了！你为什么不把你的耳屎拔出来？,1
485,485,关于理智的统计数据是，每四个人中就有一人患有某种精神疾病。想想你最好的三个朋友 - 如果他们没事，那就是你。,据统计，有四分之一的人患有某种精神疾病。想想你最好的三个朋友-如果他们没事，那就是你。,1
486,486,花朵的阳光是什么......对人类来说是微笑。,什么是花的阳光…这是人类的微笑。,0
487,487,“你的病已基本痊愈，现在，你白天可以喝一小杯酒了！” “太好了！那请问，我夜间可以喝几杯呢？”,“你的病基本痊愈了，现在白天可以喝一小杯酒了！”伟大的！请问我晚上能喝几杯？,1
488,488,军队：让敌人更难进入，你无法离开。,军队：让敌人更难进入。你不能离开。,1
489,489,一位喜欢惹事生非、制造谣言的人拎着一只大公鸡问阿凡提：阿凡提，斗鸡好玩还是斗羊有趣？ 斗鸡也好，斗羊也罢，只要不制造矛盾，不要让人斗人比什么都强。阿凡提说。,一个喜欢闹事和造谣的男人，抱着一只大公鸡，问阿瓦蒂：阿瓦蒂，公鸡打架好玩还是羊打架好玩？斗鸡还是斗羊，只要不制造矛盾，就不要让人打得比什么都好。阿凡提说。,1
490,490,天使可以飞，因为他们自己很轻松。,天使可以飞翔，因为他们很放松。,0
491,491,唐僧一觉醒来，发现悟空跪在自己床前痛哭流涕，问道：“空儿你怎么了？” 悟空掬了一把伤心的泪，说：“师傅，你下次睡觉说梦话，不念紧箍咒，成么？,唐僧醒来，发现悟空跪在床前痛哭。他问：“这空地怎么了？”悟空捏了捏伤心的眼泪说：“师傅，下次你在梦里睡觉说话的时候，不要背诵紧箍咒，行吗？”,1
492,492,一天，姑姑对她班上的小朋友说（她是幼稚园老师）：你们一定要懂事喔！ 忽然有一个小朋友大声的说：老师，我还懂五呢！,一天，姨妈对班上的孩子们说（她是幼儿园老师）：你一定要懂事！突然一个孩子大叫：“老师，我还认识五个！”,1
493,493,世界上有多少诚实，聪明，有爱心的男人做菜？,世界上有多少诚实、聪明和有爱心的男人做饭？,0
494,494,我不能保证我会试试。但我会尝试尝试。,我不能保证我会努力的。但我会努力的。,1
495,495,浴室秤：你站在那里并发誓。,浴室秤：你站在那里发誓。,1
496,496,一年级的小朋友出去郊游， 老师说不论做什么事情都必须10个人集体活动。 过了一会儿，突然有人喊道：“还有谁要去厕所？ 快点！我们9个人已经憋不住了！”,一年级的孩子们出去郊游。老师说不管他们做什么，他们必须有10个人一起工作。过了一会儿，有人突然喊道：“还有谁想上厕所？快点！我们九个人都忍不住了！”,1
497,497,圣经研究课程最近改为“大规模催眠理论101”。令人惊讶的是，似乎没有人注意到。,圣经研究课程最近改为“大众催眠101”。令人惊讶的是，似乎没有人注意到。,0
498,498,做个有气质的流氓，做个有品位的色狼，做个有知识的文盲！,做一个喜怒无常的流氓，一个有品位的性狼，一个知识渊博的文盲！,1
499,499,医生：坦率地说，你的病真叫我们伤脑筋。不过我们会在尸体解剖时查明是什么病的。,医生：坦率地说，你的病真的很困扰我们。但我们会查出尸检出了什么问题。,1
500,500,在银行排队取钱来着，银行有个光头猥琐大叔对柜员姐姐说：“妹子，借我一万块玩玩呗。” 那姐姐特无奈地说：“爸，取款就取款，别让别人误会了……”,在银行排队取钱时，银行有个秃头叔叔对出纳员姐姐说：“姐姐，借我1万元玩吧。”姐姐无奈地说，“爸爸，把钱拿出来，别让别人误会了……”,1
501,501,昨天被公司美女同事莫名的亲了一口，心里各种的爽。 后来才知道人家玩真心话大冒险， 是叫亲一个公司最丑的，最丑的！ 躺着也中枪啊！,昨天，她被公司里漂亮的同事莫名其妙地吻了一下，她感到各种各样的提神。后来，我了解到，在一个公司里，当人们冒着很大的风险时，他们是最丑和最丑的。躺下挨枪！,1
502,502,老师问学生：有两只鸟，你怎样分辨出那一只是鹦鹉，那一只是画眉？ 这还不简单，学生回答到：站在鹦鹉旁的是画眉，站在画眉旁的是鹦鹉。,老师问学生们：有两只鸟。你怎么知道哪一只是鹦鹉，哪一只是画眉鸟？这不容易，学生回答：鹦鹉旁边是画眉，画眉旁边是鹦鹉。,1
503,503,在动物园的水池边，一个小伙子挽着姑娘的手，说：让我们像对鸳鸯一样，永远生活在一起好吗？ 姑娘不无遗憾地答道：好是好，可我还没学会游泳呢！,在动物园池边，一个年轻人拉着女孩的手说：“让我们像鸭子一样永远生活在一起，好吗？”女孩遗憾地回答：很好，但我还没学会游泳。,1
504,504,我们不喜欢的人的成功证明了运气的存在。,我们不喜欢的人的成功证明了运气是存在的。,1
505,505,嘿洛基，看我从帽子上拉出一个标语！,嘿，洛基，看我从帽子上扯下一个标语！,0
506,506,领导者越愚蠢，他就被命令执行的任务越重要。,领导者越愚蠢，他被命令执行的任务就越重要。,1
507,507,有趣，有趣，有趣，直到她的爸爸把她的蓝波带走！,有趣，有趣，有趣，直到她父亲把她的蓝色波浪带走！,0
508,508,含羞草：张扬也不是件容易的事，俺咋就改不了脸红心跳的毛病。,含羞草：不容易宣传。我无法改变我的脸红和心跳。,1
509,509,有没有想过为什么以神为中心的宗教让一个女人对搞乱这个世界负责？,你有没有想过为什么以上帝为中心的宗教会让一个女人为扰乱世界负责？,0
510,510,张总在办公室下载了苍井空按下CTRL+C后就回家了， 晚上躺在床上按下CTRL+V继续观看，旁边的小蜜惊呆了， 张总淡淡的说：云剪贴。,张总在办公室下载了索拉·金刚的ctrl+c，然后回家。他晚上躺在床上，按ctrl+v继续观察。旁边的小米吓了一跳。张总淡淡地说：云剪。,1
511,511,为什么泰姬陵的建造者决定在我当地的唐杜里外卖之后命名它？,为什么泰姬陵的建造者们从我当地的唐都利拿出来后决定给它命名？,0
512,512,我胖的唯一原因，是太小的身体容纳不了我饱满的性格。,我胖的唯一原因是我的小身体不能容纳我的个性。,1
513,513,一次空军演习跳伞，有一个新兵不敢跳。 他问教官：“万一跳下去伞打不开怎么办？” 教官说：“打不开回来我给你换！”,空军演习中跳伞时，一名新兵不敢跳。他问教练：“如果你跳下去，伞没打开怎么办？”指导员说：“如果你开不开，我给你换！”,1
514,514,老演员永远不会死，他们只是转移到晚期节目或公共电视。,老演员永远不会死。他们只是去看后期节目或公共电视。,0
515,515,你妈妈很穷，我看到她带着一只鞋走在街上。,你妈妈很穷。我看见她穿着鞋在街上走。,0
516,516,空中小姐一喝咖啡，航空公司就会遇到湍流。,空姐一喝咖啡，航空公司就会遇到乱流。,1
517,517,甲：你说恋爱到底是什么？ 乙：恋爱就像春晚，一年比一年热闹，一年比一年无聊；恋爱就像导演，叫喊艺术至上，其实以貌取人；,A：什么叫爱？B：爱情就像春节联欢晚会。每年都会变得更加忙碌和无聊。爱情就像一个导演，他把艺术放在第一位，但实际上是以外表来评判人。,1
518,518,你肺活量是多少啊，能把牛逼吹得这么大,你的肺活量是多少？你可以使劲吹公牛。,1
519,519,流浪汉：听说您这间房子要出租。请问，前一位房客是个什么样的人？ 房东：一个半年也付不出房租，最后被我撵了出去的家伙。 好，我愿以同样的条件搬进来往。,流浪汉：我听说你的房子要出租。请问，前房客是什么样的人？房东：半年付不起房租，最后被我赶了出去。嗯，我想以同样的条件搬进来搬出去。,1
520,520,在葡萄酒中有智慧，在啤酒中有自由，在水中有细菌。,酒中有智慧，啤酒中有自由，水中有细菌。,0
521,521,老公和老婆去游泳，老婆不会，然后老公各种教他， 一会老婆突然来一句：“老公我好像饱了。”,丈夫和妻子去游泳，妻子不能，然后丈夫教他各种东西。过了一会儿，妻子突然说：“丈夫，我好像饱了。”,1
522,522,老诗人永远不会死，他们只是骑马进入十四行诗。,老诗人永垂不朽。他们只是在唱十四行诗。,1
523,523,女孩转身离开后，他对着她的背影大声喊道：“有种你一辈子都别回来找我！”然后许多年后这个人孤单地死掉了。 据说他的临终遗言是：算你有种。,当女孩转身离开时，他冲着她的背喊：“有种生活你不会回到我身边！”许多年后，这个人独自死去。据说他的遗言是：你有种。,1
524,524,帮助别人，它就成了你的工作。,帮助别人是你的工作。,0
525,525,昨晚和老婆睡觉，半夜醒来看见老婆睡姿迷人盯着看。 突然老婆睁开眼看见我的脸吓哭了……,昨晚，我和我妻子睡了。我半夜醒来，看见她带着迷人的目光睡着了。突然我妻子睁开眼睛看到我的脸哭了。,1
526,526,有一次，10点了，女儿还在看电视 妈妈催她去睡觉 这孩子说： “我要看到喜羊羊被灰太狼吃了，再睡觉……”,有一次，10点钟，我女儿在看电视，她妈妈催她上床睡觉。孩子说：“我想看喜羊羊被灰太狼吃掉，然后上床睡觉……”,1
527,527,如果你能读到这个，你要么太近了，要么我的保险杠再次掉下来。,如果你能读到这个，你要么靠得太近，要么我的保险杠又掉下来了。,1
528,528,孤单，是一个人的盛宴。聚会，是许多人的孤单。,孤独是一个人的盛宴。聚会是许多人的孤独。,1
529,529,应用计算机技术只需找到合适的扳手即可敲击正确的螺钉。,应用计算机技术只需要找到合适的扳手就可以打到合适的螺丝。,0
530,530,小明：“有件事得求你。” 亮亮：“说吧！” 小明：“以后人多的时候别管我叫爸， 这会让我产生苍老感，就改口叫叔吧！”,小明：我有件事要问你。梁亮：“说吧！”小明：“以后人多了不要叫我爸爸。它会让我觉得老。你就叫我叔叔吧。”,1
531,531,当井干燥时，我们知道水的价值。,井干了，我们知道水的价值。,0
532,532,你淡定是因为你不怕死，我比你淡定是因为我不怕你死。,你必须冷静，因为你不怕死。我比你冷静，因为我不怕你死。,1
533,533,“妈妈，妈妈，今天是植树节，老师让我们回家每人种一棵树！” “我的乖儿子，你打算种什么树呢？” “我种摇钱树，妈妈快给我多买点树种！”,“妈妈，妈妈，今天是植树节，老师让我们回家，给我们每人种一棵树！”我亲爱的儿子，你要种哪棵树？我种了摇钱树。妈妈会给我买更多的树！”,1
534,534,为了健康，我不得不放弃慢跑。我的大腿一直在一起摩擦，让我的连裤袜着火了。,为了健康，我不得不放弃慢跑。我的大腿一直在摩擦，连裤袜也着火了。,0
535,535,明天价值最高的古董是你昨天卖的那些。,明天最值钱的古董是你昨天卖的那些。,1
536,536,父亲看完儿子的成绩单后说：有一点我可以相信看你这种成绩，就知道你考试没有作弊。 儿子：不是没有作弊，是作弊没有成功。,父亲看了儿子的成绩单后说：“有一件事我可以相信，你在考试中没有作弊。儿子：不是没有作弊，而是没有成功。,1
537,537,你能非常仔细地听一下这个部分吗？,你能仔细听这部分吗？,0
538,538,我把车里的油门连接到制动灯上。我把它放在地板上，我身后的人停下来，我走了,我把汽车的油门和刹车灯连接起来。我把它放在地板上，后面的人停下来，我就走了。,0
539,539,撒拉终于盼到了上学，第一天放学回家，妈妈紧张着急的问：怎么样，在学校好吗？没哭吧？！ 小撒拉说我才没哭呢！我把老师弄哭了。,莎拉终于盼着上学了。放学回家的第一天，母亲紧张地问：“上学怎么样？”你没哭吗？小莎拉说我没哭！我让老师哭了。,1
540,540,空调在一年中最热的一天破裂。,空调在一年中最热的一天坏了。,1
541,541,老师：考试不能作弊！ 八力：对！不能坐以待毙！,老师：你不能考试作弊！巴厘岛：对！别等死！,1
542,542,聪明人都是未婚的，结婚的人很难再聪明起来。,聪明人是未婚的，已婚的人很难再聪明起来。,1
543,543,一位教师打牌很上瘾，预备铃响后，余兴为尽，匆匆去上课。 刚走上讲台便问道：该谁洗牌了？学生们迷惑不解。,一位老师沉迷于打牌。铃响后，他把所有的业余时间都赶去上课了。我一上台就问：“谁来洗牌？”学生们很困惑。,1
544,544,一天9岁的儿子对爸爸说：“我终于知道为什么英雄难过美人关了。” 爸爸：“那你说说看为什么呀？” 儿子：“因为英雄本‘色’嘛！”,一天，一个9岁的儿子对他父亲说：“我终于知道为什么英雄难过，美女被关了。”爸爸：你为什么这么说？儿子：“因为英雄的颜色！”,1
545,545,王小刚自从得了老花眼之后，看谁都是花姑娘。,王小刚老了一双眼睛就成了花童。,1
546,546,如果世界变得平坦，我们还会有哥伦布日吗？,如果世界变平了，我们还会有哥伦布日吗？,1
547,547,张奎与同学交流学习几何课程经验。 张奎说：“平面几何很容易，立体几何就让人头晕了，解析几何就让人晕死了。” 李玲说：“人生几何，更难学，目前还没有任课老师。”,张奎和同学们交流了几何课程的经验。张奎说：“平面几何学容易，立体几何学让人晕眩，解析几何学让人晕眩。”李玲说，“生命的几何学更难学。现在还没有老师。”,1
